question,answer,context,reference,document
Quais são as atribuições da Comissão de Cursos de Extensão do Campus Boituva?,A Comissão de Cursos de Extensão do Campus Boituva terá como atribuições as dispostas no artigo 21 do Regulamento das Ações de Extensão do IFSP.,Art 4 disposto no artigo 21 do Regulamento das Acoes de Extensao do IFSP. A Comissao de Cursos de Extensao do Campus Boituva tera como atribuicoes;,"PORTARIA BTV.0052/2018, DE 23 DE MAIO DE 2018, Art. 4",boituva_portarias
Quem é o servidor designado como fiscal do contrato de serviços de acesso e internet do Campus Boituva do IFSP?,Helton Moreira de Almeida,"Art 1 - DESIGNAR, servidor HELTON MOREIRA DE ALMEIDA, CPF: 003.942.285-29 como titular como substituto servidor MARCELO MONTEIRO, CPF: 405.976.578-31, para nos termos do artigo 67 da Lei nº 8.666/93, exercer fiscalização e acompanhamento do contrato abaixo relacionado:","PORTARIA BTV.0043/2018, DE 04 DE MAIO DE 2018, Art. 1",boituva_portarias
Quem foi designado para substituir o Diretor-Geral do Campus Boituva do IFSP?,Flavio Aparecido Pontes,"DESIGNAR, servidor FLAVIO APARECIDO PONTES, ocupante do cargo de Professor EBTT, pertencente ao Quadro Permanente deste IFSP, para substituir o Diretor-Geral (CD-2) do Campus Boituva, no período de 22/05/2018 a 25/05/2018, por motivo de Participação na Reunião do Colegio de Dirigentes da viagem Brasilia/DF para formação na CAPES Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior;","PORTARIA BTV.0046/2018, DE 11 DE MAIO DE 2018, Art. 1º",boituva_portarias
Quais são os objetivos da Comissão de Trabalho que constitui a Equipe de Formação Continuada do Campus Boituva?,"Seguir as políticas de formação continuada de professores do IFSP, aprovada pela Resolução nº 138/2015, de 08 de dezembro de 2015","Art. 2º - A Comissão de Trabalho, que constitui Equipe de Formação Continuada do Campus Boituva tem como objetivo, seguir as políticas de formação continuada de professores do IFSP, aprovada pela Resolução nº 138/2015, de 08 de dezembro de 2015","PORTARIA BTV.0051/2018, DE 22 DE MAIO DE 2018, Art. 2º",boituva_portarias
Quem é o responsável pela designação do servidor Hélio Falcl Junior para substituir o Coordenador de Licitações e Contratos do Campus Boituva?,"O Diretor Geral em exercício do Campus Boituva do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo","DIRETOR GERAL EM EXERCÍCIO DO CAMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO, no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015, e o que consta no protocolo nº 23431.000537.2018-32, RESOLVE: DESIGNAR, servidor HELIO FALCL JUNIOR ocupante do cargo de Auxiliar em Administração, pertencente ao Quadro Permanente deste IFSP, para substituir 20/06/2018 a 29/06/2018, por motivo de Férias Coordenador de Licitações Contrato (FG-01) do Campus Boituva, no período de FLAVIQ HPARECIDO PONTES","PORTARIA BTV.0050/2018, DE 22 DE MAIO DE 2018, Art. 1º",boituva_portarias
Qual é o objetivo do projeto institucional de extensão 'Divulga IFSP'?,"Promover a divulgação dos projetos e ações do IFSP para a comunidade externa, através de mídias sociais e sites.","Art 3º - O projeto prevê o desenvolvimento de artes gráficas, promover a divulgação dos projetos e ações do IFSP para a comunidade externa, através de mídias sociais e sites:","PORTARIA BTV.0048/2018, DE 18 DE MAIO DE 2018, Art 3º",boituva_portarias
Quem foi designado para substituir o Diretor-Geral do Campus Boituva do IFSP durante o período de 15/05/2018 a 21/05/2018?,"O servidor FLAVIO APARECIDO PONTES, ocupante do cargo de Professor EBTT, pertencente ao Quadro Permanente do IFSP.","RESOLVE: DESIGNAR, o servidor FLAVIO APARECIDO PONTES, ocupante do cargo de Professor EBTT, pertencente ao Quadro Permanente deste IFSP, para substituir o Diretor-Geral (CD-2) do Campus Boituva, no periodo de 15/05/2018 21/05/2018, por motivo de ferias.","PORTARIA BTV.0045/2018, DE 11 DE MAIO DE 2018, Art. 1º",boituva_portarias
Quem foi designado para substituir o Diretor Adjunto de Administração do Campus Boituva no período de 17/10/2018 a 19/10/2018?,"O servidor Joao Augusto de Campos Avaristo, ocupante do cargo de Assistente em Administração.","RESOLVE: DESIGNAR o servidor Joao Augusto de Campos Avaristo, ocupante do cargo de Assistente em Administracao, pertencente ao Quadro Permanente deste IFSP, para substituir Diretor Adjunto de Administracao do Campus Boituva; no periodo de 17/10/2018 a 19/10/2018, por motivo de participacao no IV CONEPT, em Araraquara:","PORTARIA BTV.0117/2018, DE 17 DE SETEMBRO DE 2018, Art. 1º",boituva_portarias
Quais são os membros designados para compor a Subcomissão de 30 horas do Campus Boituva?,"Jaime Martimiano Junior, Cristiane Vega Parisella, Miriam Cristina P. Soares Belote, Patricia da Costa Oliveira, Fernando Mescollotto, Helio Falci Junior e Alice Antonia Dondoni Neta.","Art 1º - Altera em partes a PORTARIA BTV.0080/2018, de 06 de julho de 2018 que Designa membros para compor a Subcomissao de 30 horas do Campus Boituva, conforme abaixo: ...","PORTARIA BTV.0080/2018, de 06 de julho de 2018, Art 1º",boituva_portarias
Quem é o servidor designado para substituir o Coordenador de Licitações e Contratos no período de 01/10/2018 a 01/10/2018?,"HELIO FALCL JUNIOR, ocupante do cargo de Auxiliar em Administração","RESOLVE: DESIGNAR servidor HELIO FALCL JUNIOR, ocupante do cargo de Auxiliar em Administracao, pertencente ao Quadro Permanente deste IFSP do Campus Boituva, no periodo de para substituir Coordenador de Licitacoes Contratos (FG-01) 01/10/2018 a 01/10/2018, por motivo de folga por servico eleitoral.","PORTARIA BTV.0112/2018, DE 14 DE SETEMBRO DE 2018, Art. 1º",boituva_portarias
Quem foi designado como Diretor Geral em exercício do Campus Boituva do IFSP no período de 13/09/2018 a 21/09/2018?,"A servidora ALICE ANTONIA DONDONI NETA, ocupante do cargo Coordenadora do Sociopedagogico (FG-02) do Campus Boituva.","RESOLVE: DESIGNAR, a servidora ALICE ANTONIA DONDONI NETA, ocupante do cargo Coordenadora do Sociopedagogico (FG-02) do Campus Boituva, no periodo de 13/09/2018 a 21/09/2018, por motivo de licenca capacitacao.","PORTARIA BTV.0108/2018, DE 13 DE SETEMBRO DE 2018, Art. 1º",boituva_portarias
"Quem concede a retribuição por titulação para professor EBTT no Instituto Federal de Educação, Ciência e Tecnologia de São Paulo?","O Diretor Geral de Educação, Ciência e Tecnologia de São Paulo, no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015.","DIRETOR GERAL EDUCACAO, CIENCIA E TECNOLOGIA DE SAO EM EXERCiCIO DO CAMPUS BOITUVA, DO INSTITUTO FEDERAL DE PAULO, no uSO de suas atribuicdes legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015...","PORTARIA BTV.0106/2018, DE 10 DE SETEMBRO DE 2018, Art. 1º",boituva_portarias
Quem é o responsável pela designação dos membros da Comissão Eleitoral para Recomposição do Colegiado do Curso de GPI do Campus Boituva?,"O Diretor Geral em exercício do Campus Boituva do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo.","DIRETOR GERAL EM EXERCICIO DO CAMPUS BOITUVA DO INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO, no USO de suas atribuicdes legais, delegadas pela Portaria nº 3.903 que consta na Instrucao Normativa nº 02/PRE, de 26 de marco de 2010 RESOLVE:","PORTARIA BTV.0114/2018, DE 14 DE SETEMBRO DE 2018, Art. 1º",boituva_portarias
Quem foi designada como orientadora de estágio do Curso de Tecnologia em Gestão da Produção Industrial do Campus Boituva?,Andrea Cristina Elias Ribeiro,"Art 1.º DESIGNAR, servidora Andrea Cristina Elias Ribeiro, ocupante do cargo Professor Ensino Básico, Técnico e Tecnológico, pertencente ao Quadro deste IFSP como orientadora de estágio do Curso de Tecnologia em Gestão da Produção Industrial do Campus Boituva;","PORTARIA BTV.0115/2018, DE 14 DE SETEMBRO DE 2018, Art 1º",boituva_portarias
Quem foi designado para substituir o servidor de Contratos do Campus Boituva do IFSP durante o período de férias?,"O servidor Hélio Falcl Junior, ocupante do cargo de Auxiliar Coordenador de Licitações em Administração.","RESOLVE: DESIGNAR, servidor HELIO FALCL JUNIOR, ocupante do cargo de Auxiliar Coordenador de Licitações em Administração, pertencente ao Quadro Permanente deste IFSP, para substituir de Contratos (FG-01) do Campus Boituva, no período 02/10/2018 a 11/10/2018, por motivo de férias.","PORTARIA BTV.0101/2018, DE 04 DE SETEMBRO DE 2018, Art. 1º",boituva_portarias
Quem foi designado para substituir a Diretor Adjunto Educacional do Campus Boituva no período de 17/10/2018 a 19/10/2018?,"Alice Antonia Dondoni Neta, ocupante do cargo de Pedagoga, pertencente ao Quadro Permanente do IFSP","RESOLVE: DESIGNAR servidor Alice Antonia Dondoni Neta, ocupante do cargo de Pedagoga, pertencente ao Quadro Permanente deste IFSP, para substituir a Diretor Adjunto Educacional do Campus Boituva, no período de 17/10/2018 a 19/10/2018, por motivo de participação no IV CONEPT em Araraquara","PORTARIA BTV.018/2018, DE 17 DE SETEMBRO DE 2018, Art. 1º",boituva_portarias
Quais são as atribuições da Comissão Verificadora de Aproveitamento de Estudos do Curso Superior de Tecnologia em Gestao da Producao Industrial do Campus Boituva?,"Analisar o currículo e os componentes curriculares cursados com aprovação pelos alunos do Curso Superior de Tecnologia em Gestao da Producao Industrial, emoulras instituídas ou outros cursos do IFSP, desde que realizados em mesmo nível de ensino dentro do percentual máximo para esse fim, e informar o resultado da análise à Coordenação do Curso Superior de Tecnologia em Gestão da Produção Industrial, ou ao Colegiado de Curso.","Art 3. Definir, como atribuição da Comissão: Analisar o currículo os componentes curriculares cursados com aprovação pelos alunos do Curso Superior de Tecnologia em Gestao da Producao Industrial, emoulras instituídas ou outros cursos do IFSP, desde que realizados em mesmo nível de ensino dentro do percentual máximo para esse fim. Informar o resultado da análise à Coordenação do Curso Superior de Tecnologia em Gestão da Produção Industrial, ou ao Colegiado de Curso.","PORTARIA BTV.0120/2018, DE 18 DE SETEMBRO DE 2018, Art. 3",boituva_portarias
"O que aconteceu com a Portaria BTV.0121/2018, de 21 de setembro de 2018?","A Portaria BTV.0121/2018, de 21 de setembro de 2018, foi revogada.","RESOLVE: REVOGAR; portaria BTV.0121/2018, de 21 de setembro de 2018, que designa servidor para desempenhar as funcoes de secretario ad hoc do Conselho de Campus Boituva.","Portaria BTV.0123/2018, de 25 de setembro de 2018",boituva_portarias
Quem foi designado para substituir a Coordenadora da Biblioteca do Campus Boituva do IFSP durante o período de férias?,"Diego Silva de Souza, ocupante do cargo de Bibliotecário-Documentalista.","RESOLVE: DESIGNAR servidor DIEGO SILVA DE SOUZA, ocupante do cargo de Bibliotecário-Documentalista, para substituir a Coordenadora da Biblioteca (FG-02) do Campus Boituva, no IFSP, pertencente ao Quadro Permanente, neste período de 16/10/2018 a 25/10/2018, por motivo de férias.","PORTARIA BTV.0119/2018, DE 18 DE SETEMBRO DE 2018, Art. 1º",boituva_portarias
Quem foi designado para desempenhar as funções de secretário ad hoc do Conselho de Campus Boituva?,"Alice Antoniadonineta, pedagoga","Art 1. DESIGNAR ALICE ANTONIADONDONINETA pedagoga, para desempenhar as funcoes de Secretaria ad hoe do referido Conselho, na segunda reuniao extraordinaria realizar-se no dia 28 de setembro de 2018.","PORTARIA BTV.0121/2018, DE 21 DE SETEMBRO DE 2018, Art 1",boituva_portarias
Quem são os membros designados para compor a Comissão Organizadora da Festa da Primavera do IFSP Campus Boituva?,"Andrea Gomes Nazuto Goncalves, Heloisa Bressan Goncalves, Beatriz Aparecida Moreno Ramalho, Denis Americo Ferreira, Helena Martins Zamur, Ingrid Correa Cardoso de Souza, Natalia Hanako de Moraes Okada e Yasmim Araujo Silva Strapacon.","Art 1º - DESIGNAR as pessoas abaixo relacionadas para, sob presidência do primeiro, constituirem Comissão Organizadora da Festa da Primavera do IFSP Campus Boituva; a se realizar no dia 20 de outubro de 2018, ..., |Andrea Gomes Nazuto Goncalves|docente| |Heloisa Bressan Goncalves|docente| |Beatriz Aparecida Moreno Ramalho|discente| |Denis Americo Ferreira|discente| |Helena Martins Zamur|discente| |Ingrid Correa Cardoso de Souza|discente| |Natalia Hanako de Moraes Okada|discente| |Yasmim Araujo Silva Strapacon|discente|.","Portaria nº 3.903 de 04 de novembro de 2015, Art. 1º",boituva_portarias
Quem foi designado para substituir o Diretor Adjunto de Administração do Campus Boituva do IFSP no período de 17/10/2018 a 26/10/2018?,"João Augusto de Campos Avaristo, ocupante do cargo de Assistente em Administração.","RESOLVE: DESIGNAR servidor JOAO AUGUSTO DE CAMPOS AVARISTO, ocupante do cargo de Assistente em Administracao, pertencente a0 Quadro Permanente deste IFSP para substituir Diretor Adjunto de Administracao (CD-04) do Campus Boituva; no periodo de 17/10/2018 a 26/10/2018, pOr motivo de ferias.","Portaria nº 3.903, de 04 de novembro de 2015, Art. 1º",boituva_portarias
Quem é o servidor designado para substituir o Coordenador de Tecnologia da Informação do Campus Boituva durante o período de férias?,Helton Moreira de Almeida,"RESOLVE: DESIGNAR servidor HELTON MOREIRA DE ALMEIDA, ocupante do cargo de Tecnico de Laboratorio Area Informatica, pertencente ao Quadro Permanente deste IFSP, para substituir Coordenador de Tecnologia da Informacao (FG-02) do Campus Boituva, no periodo de 05/11/2018 a 14/11/2018, por motivo de ferias.","PORTARIA BTV.0124/2018, DE 25 DE SETEMBRO DE 2018, Art. 1º",boituva_portarias
Quem é o responsável pela designação da servidora Beatriz Ferraz Diniz para substituir a Coordenadora do Sociopedagogico do Campus Boituva?,"O Diretor Geral em exercício do Campus Boituva do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo.","O DIRETOR GERAL EM EXERCICIO DO CAMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO, no uso de suas atribuicoes legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015, e o que consta no protocolo nº 23431.000836.2018-77 RESOLVE: DESIGNAR servidora BEATRIZ FERRAZ DINIZ...","PORTARIA BTV.0110/2018, DE 13 DE SETEMBRO DE 2018, Art. 1º",boituva_portarias
Quem foi designado para substituir a Coordenadora do Sociopedagogico do Campus Boituva durante o período de 12/12/2018 a 20/12/2018?,"A servidora BEATRIZ FERRAZ DINIZ, ocupante do cargo de Psicologa, pertencente ao Quadro Permanente do IFSP.","RESOLVE: DESIGNAR servidora BEATRIZ FERRAZ DINIZ, ocupante do cargo de Psicologa, pertencente ao Quadro Permanente deste IFSP, para substituir a Coordenadora do Sociopedagogico (FG-02) do Campus Boituva; no período de 12/12/2018 a 20/12/2018 por motivo de férias.","PORTARIA BTV.0111/2018, DE 13 DE SETEMBRO DE 2018, Art. 1º",boituva_portarias
Quem foi designado para substituir o Coordenador de Tecnologia da Informação do Campus Boituva durante o período de férias?,"O servidor Helton Moreira de Almeida, ocupante do cargo de Técnico de Laboratório na Área de Informática do Quadro Permanente do IFSP.","RESOLVE: DESIGNAR servidor HELTON MOREIRA DE ALMEIDA, ocupante do cargo Área Informática pertencente ao Quadro Permanente deste Instituto Federal de Tecnico de Laboratorio IFSP, para substituir Coordenador de Tecnologia da Informação (FG-02) do Campus Boituva; no período de 19/11/2018 a 03/12/2018, por motivo de férias.","PORTARIA BTV.0125/2018, DE 25 DE SETEMBRO DE 2018, Art. 1º",boituva_portarias
"Quem concede a retribuição por titulação ao servidor ocupante do cargo de Professor do Ensino Básico, Técnico e Tecnológico do CAMPUS BOITUVA?","O Diretor Geral em exercício do Campus Boituva, do Instituto Federal de São Paulo","O DIRETOR GERAL EM EXERCICIO DO CAMPUS BOITUVA, DO INSTITUTO FEDERAL DE SAO PAULO, no USO de suas atribuicoes legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015...","PORTARIA BTV.0113/2018, DE 14 DE SETEMBRO DE 2018, Art. 1º",boituva_portarias
Quais são os membros designados para compor a Comissão para Reavaliação e Redução ao Valor Recuperável dos Bens Móveis do Campus Boituva?,"Os membros designados são: Eérico Gustavo Tomaz da Silva, Luis Carlos Manfiinati, Wilza Silva dos Santos, Ricardo Pasquati Pontarolli, Marcelo Monteiro, Diego Silva de Souza e Miriam Cristina Peruzzi Soares Belote.","Art 1º - DESIGNAR, os membros abaixo relacionados, para compor Comissão para Reavaliação e Redução ao Valor Recuperável dos Bens Móveis, do Campus Boituva. |Area de Atuacao|Membro Efetivo| |---|---| |Contabilista|EErico Gustavo Tomaz da Silva| |Contabilista|LLuis Carlos Manfiinati| |Representante da Coordenadoria de Almoxarifado Patrimonio|Wilza Silva dos Santos| |Representante Tecnico de Laboratorio|JRicardo Pasquati Pontarolli| |Representante da Coordenadoria de Tecnologia da Informacao|Marcelo Monteiro| |Representante da Coordenadoria de Biblioteca|Diego Silva de Souza| |Representante Tecnico Administrativo|Miriam Cristina Peruzzi Soares Belote|.","PORTARIA BTV.0102/2018, DE 04 DE SETEMBRO DE 2018, Art. 1º",boituva_portarias
Quais são os membros designados para compor o NAPNE do Campus Boituva do IFSP?,"Os membros designados para compor o NAPNE do Campus Boituva do IFSP são: DEBORA RODRIGUES MOURA, BEATRIZ FERRAZ DINIZ, AGUINALDO DOS PASSOS SILVA, DIOGO COMITRE, LIVIA PEREIRA DE PAULA, MARILENE LIMA SANTOS, ANDREA GOMES NAZUTO GONCALVES, REGIANE MIRANDA DE ANDRADE, MARINA APARECIDA RODRIGUES DE OLIVEIRA e HELOISA BRESSAN GONCALVES.",Art 5° DESIGNAR os membros abaixo relacionados para compor Nucleo de Apoio as Pessoas com Necessidades Educacionais Especificas. |NOME|PRONTUARIO| |---|---| |DEBORA RODRIGUES MOURA (representante)|221314| |BEATRIZ FERRAZ DINIZ (secretaria)|210006| |AGUINALDO DOS PASSOS SILVA|222677| |DIOGO COMITRE|149081| |LIVIA PEREIRA DE PAULA|133620| |MARILENE LIMA SANTOS|232270| |ANDREA GOMES NAZUTO GONCALVES|146389| |REGIANE MIRANDA DE ANDRADE|123298| |MARINA APARECIDA RODRIGUES DE OLIVEIRA|212192| |HELOISA BRESSAN GONCALVES|228813|.,"PORTARIA BTV.0103/2018, DE 04 DE SETEMBRO DE 2018, Art 5°",boituva_portarias
Quem é o responsável pelo Centro de Línguas do Campus Boituva?,Tiago Brasil de Avila,Art 1. DESIGNA servidor Tiago Brasil de Avila como Responsavel pelo Centro de Linguas do Campus Boituva.,"PORTARIA BTV.0116/2018, DE 17 DE SETEMBRO DE 2018, Art 1",boituva_portarias
"Quem foi designado para substituir o Coordenador de Pesquisa, Inovação e Pós-Graduação do Campus Boituva durante o período de férias?","A servidora MIRIAM CRISTINA PERUZZI SOARES BELOTE, ocupante do cargo de Técnico em Secretariado.","RESOLVE: DESIGNAR a servidora MIRIAM CRISTINA PERUZZI SOARES BELOTE, ocupante do cargo de Tecnico em Secretariado, pertencente ao Quadro Permanente deste IFSP para substituir Coordenador de Pesquisa, Inovacao Pos-Graduacao (FG-02) do Campus Boituva, no periodo de 10/07/2018 a 24/07/2018, por motivo de ferias.","PORTARIA BTV.0079/2018, DE 06 DE JULHO DE 2018, Art. 1º",boituva_portarias
Quais são os membros designados para compor a Subcomissão Permanente de Acompanhamento da Jornada de Trabalho Flexibilizada dos Servidores Técnicos Administrativos do Campus Boituva?,"Os membros designados são: Jaime Martimiano Junior, Cristiane Vega Parisella, Miriam Cristina PSoares Belote, Patricia da Costa Oliveira, Fernando Mescollotto, Helio Falci Junior e Alice Antonia Dondoni Neta.",Art 1º - DESIGNAR os servidores abaixo relacionados para compor a Subcomissao Permanente de Acompanhamento da Jornada de Trabalho Flexibilizada dos Servidores Tecnicos Administrativos do Campus Boituva. |NOME|PRONTUARIO|FUNCAO| |---|---|---| |Jaime Martimiano Junior|13197-0|10 Titular| |Cristiane Vega Parisella|215065|20 Titular| |Miriam Cristina PSoares Belote|21047X|30 Titular| |Patricia da Costa Oliveira|215259|10 Suplente| |Fernando Mescollotto|201194|20 Suplente| |Helio Falci Junior|202654|30 Suplente| |Alice Antonia Dondoni Neta|14339X|40 Suplente|.,"PORTARIA BTV.0080/2018, DE 06 DE JULHO DE 2018, Art. 1º",boituva_portarias
Quem é o servidor designado para substituir o Coordenador de Contabilidade e Finanças do Campus Boituva?,ERICO GUSTAVO TOMAZ DA SILVA,"RESOLVE: DESIGNAR, servidor ERICO GUSTAVO TOMAZ DA SILVA ocupante do cargo de Contador, pertencente ao Quadro Permanente deste IFSP, para substituir Coordenador de Contabilidade Financas (FG-02) do Campus Boituva, no periodo de 09/07/2018 a 28/07/2018, por motivo de ferias.","PORTARIA BTV.0075/2018, DE 02 DE JULHO DE 2018, Art. 1º",boituva_portarias
Quem foi designado para substituir o Diretor Adjunto Educacional do Campus Boituva do IFSP durante o período de 10/07/2018 a 24/07/2018?,"A servidora ALICE ANTONIA DONDONI NETA, ocupante do cargo de Pedagoga, pertencente ao Quadro Permanente do IFSP.","RESOLVE: DESIGNAR a servidora ALICE ANTONIA DONDONI NETA, ocupante do cargo de Pedagoga, pertencente ao Quadro Permanente deste IFSP, para substituir o Diretor Adjunto Educacional (CD-04) do Campus Boituva; no periodo de 10/07/2018 a 24/07/2018, por motivo de ferias.","PORTARIA BTV.0081/2018, DE 06 DE JULHO DE 2018, Art. 1º",boituva_portarias
Quem foi designado para substituir a Coordenadora de Registros Acadêmicos do Campus Boituva durante o período de férias?,"A servidora Mariane de Almeida Silva Lara, ocupante do cargo de Assistente em Administração.","RESOLVE: DESIGNAR servidora MARIANE DE ALMEIDA SILVA LARA, ocupante do cargo de Assistente em Administracao, pertencente ao Quadro Permanente deste IFSP, para substituir Coordenadora de Registros Academicos (FG-01) do Campus Boituva, no periodo de 27/08/2018 a 05/09/2018, por motivo de ferias.","PORTARIA BTV.0086/2018, DE 31 DE JULHO DE 2018, Art. 1º",boituva_portarias
Quem foi designado para substituir o Coordenador de Extensão do Campus Boituva durante o período de férias?,"A servidora ANDREA CRISTINA ELIAS RIBEIRO, ocupante do cargo de Professor EBTT.","RESOLVE: DESIGNAR servidora ANDREA CRISTINA ELIAS RIBEIRO, ocupante do cargo de Professor EBTT, pertencente ao Quadro Permanente deste IFSP, para substituir o Coordenador de Extensao (FG-01) do Campus Boituva; no periodo de 10/07/2018 a 24/07/2018, por motivo de ferias:","PORTARIA BTV.0078/2018, DE 04 DE JULHO DE 2018, Art. 1º",boituva_portarias
"Quais são os membros da Comissão de Elaboração e Implementação do PPC do Curso Técnico em Logística do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo?","Os membros da Comissão de Elaboração e Implementação do PPC do Curso Técnico em Logística do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo são: JAIR MANOEL CASQUEL JUNIOR, FELIPE AUGUSTO FERREIRA DE ALMEIDA, ALICE ANTONIA DONDONI NETA, PAULO ROBERTO ISLER, THEO MARTINS LUBLINER, ELINE GOMES DE OLIVEIRA ZIOLI, MILTON AUGUSTO BARBOSA, FLAVIO APARECIDO PONTES, KATIANA DE LIMA ALVES SILVA e GUILHERME CARDOSO DE SA.","Art 1º RETIFICAR a portaria BTV.014/2016, de 31 de agosto de 2016, que institui a Comissão de Elaboração & Implementação do PPC do Curso Técnico em Logística:. |Servidor|Prontuário| |---|---| |JAIR MANOEL CASQUEL JUNIOR|21632X| |FELIPE AUGUSTO FERREIRA DE ALMEIDA|110899| |ALICE ANTONIA DONDONI NETA|143308| |PAULO ROBERTO ISLER|203269| |THEO MARTINS LUBLINER|207561| |ELINE GOMES DE OLIVEIRA ZIOLI|214589| |MILTON AUGUSTO BARBOSA|214334| |FLAVIO APARECIDO PONTES|214310| |KATIANA DE LIMA ALVES SILVA|207950| |GUILHERME CARDOSO DE SA|212659|.","PORTARIA BTV.0082/2017, DE 10 DE JULHO DE 2018, Art 1º",boituva_portarias
Quem foi designado como orientador de estágio para o Curso Técnico em Logística no Campus Boituva do IFSP?,Mauri Rodrigues,"Art1: DESIGNAR MAURI RODRIGUES, ocupante do cargo de orientador de estagio do Curso Tecnico em Logistica do Campus Boituva, no primeiro Tecnologico, pertencente ao Quadro deste IFSP, como semestre de 2018, com incentivo de 02 (duas) horas semanais.","PORTARIA BTV.0076/2018, DE 03 DE JULHO DE 2018, Art. 1",boituva_portarias
Qual é o objetivo do projeto institucional de extensão 'Ambientação Divulgação do Moodle BTV Para Comunidade Externa'?,Desenvolver uma ambientação detalhada e autoexplicativa para alunos dos cursos de formação inicial continuada no IFSP Boituva e promover oficinas e workshops explicativos sobre o uso do Moodle do IFSP Boituva.,Art 3º - O projeto visa desenvolver uma ambientação detalhada e autoexplicativa para alunos dos cursos de formação inicial continuada no IFSP Boituva; alem de promover uma promover oficinas e workshops explicativos sobre o USO no moodle do IFSP Boituva: que ira ambientacao multimidia; atraves de video explicativo e apresentacao em powerpoint.,"PORTARIA BTV.0085/2018, DE 31 DE JULHO DE 2018, Art. 3º",boituva_portarias
Quem delegou atribuições legais ao Diretor Geral em exercício do Campus Boituva do IFSP?,"Portaria nº 3.903, de 04 de novembro de 2015","no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015","Portaria nº 3.903, de 04 de novembro de 2015, Art. 1º",boituva_portarias
Quem foi designado como fiscal de contratação para aquisição de água mineral natural em galões de 20 litros no Campus Boituva do IFSP?,"O servidor Jorge Luiz Pimentel Candido, CPF: 844.813.668-34 foi designado como titular e a servidora Wilza Silva dos Santos, CPF: 383.724.818-65 como substituta.","Art 1. DESIGNAR, servidor Jorge Luiz Pimentel Candido, CPF: 844.813.668-34 como titular e, como substituto a servidora Wilza SilvadosSantos, CPF: 383.724.818-65, para nos termos do artigo 67 da Lei nº 8.666/93, exercer a fiscalizacao acompanhamento do contrato abaixo relacionado.","PORTARIA BTV.0006/2018, DE 31 DE JANEIRO DE 2018, Art. 1",boituva_portarias
Quem foi designado para substituir o Diretor Geral do Campus Boituva do IFSP no período de 02/07/2018 a 09/07/2018?,"O servidor Flávio Aparecido Pontes, ocupante do cargo de Professor EBTT, pertencente ao Quadro Permanente do IFSP.","RESOLVE: DESIGNAR; servidor FLÁVIO APARECIDO PONTES, ocupante do cargo de Professor EBTT, pertencente ao Quadro Permanente deste IFSP para substituir o Diretor Geral (CD-2) do Campus Boituva, no período de 02/07/2018 a 09/07/2018, por motivo de Licença Capacitação.","PORTARIA BTV.0069/2018, DE 22 DE JUNHO DE 2018, Art. 1º",boituva_portarias
Quem foi designado para substituir a Coordenadora de Apoio ao Ensino do Campus Boituva durante o período de férias?,"Cristiane Vega Parisealla, ocupante do cargo de Técnica em Secretariado","RESOLVE: DESIGNAR servidora CRISTIANE VEGA PARISELLA, ocupante do cargo de Tecnica em Secretariado, pertencente ao Quadro Permanente deste IFSP, para substituir a Coordenadora de Apoio ao Ensino (FG-02) do Campus Boituva, no periodo de 10/07/2018 a 24/07/2018, por motivo de ferias.","PORTARIA BTV.0060/2018, DE 18 DE JUNHO DE 2018, Art. 1º",boituva_portarias
"Quem é o responsável pela Portaria BTV.0064/2018, de 18 de junho de 2018?","O DIRETOR GERAL DO CAMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO","O DIRETOR GERAL DO CAMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO, no USO de suas atribuicdes legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015, RESOLVE:","PORTARIA BTV.0064/2018, DE 18 DE JUNHO DE 2018, Art 1",boituva_portarias
